group,model,pair_key,arch,definition,workload,exp_dir,trajectory_id,turn,correctness,speedup,arch_tag,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,text_tokens,reasoning_fraction,content_chars,provider_visible_chars,provider_reasoning_chars,pre_code_chars,code_chars,code_block_count,think_block_chars,open_think_tags,close_think_tags,unclosed_think_tags,feedback_chars
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,0,Compilation error,,,25379,10478,35857,8111,2367,0.7740981103263982,7086,7086,23901,2,7074,1,0,0,0,0,264
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,1,Compilation error,,,27830,9941,37771,7120,2821,0.7162257318177245,8570,8570,21553,2,8558,1,0,0,0,0,1818
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,2,Compilation error,,,31197,11841,43038,9138,2703,0.7717253610336965,8109,8109,28378,2,8097,1,0,0,0,0,311
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,3,Numerical error,0.0,,34000,9022,43022,6327,2695,0.7012857459543339,8116,8116,19611,2,8104,1,0,0,0,0,1594
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,4,Compilation error,,,37226,8091,45317,4955,3136,0.6124088493387715,8667,8667,14295,2,8655,1,0,0,0,0,1975
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,5,Other error,,,40860,9118,49978,5970,3148,0.6547488484316736,9480,9480,20250,2,9468,1,0,0,0,0,1640
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,6,Other error,,,44639,10756,55395,7374,3382,0.6855708441799926,8668,8668,21716,2,8656,1,0,0,0,0,8323
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_002,7,Other error,,,50759,10049,60808,6765,3284,0.6732013135635386,9223,9223,22095,2,9211,1,0,0,0,0,1699
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,0,Other error,,,25379,13199,38578,6266,6933,0.47473293431320557,21423,21423,27666,894,20519,1,0,0,0,0,232
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,1,Compilation error,,,32377,11272,43649,5076,6196,0.45031937544357703,19542,19542,20751,2,19530,1,0,0,0,0,2836
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,2,Compilation error,,,39305,7611,46916,2054,5557,0.2698725528839837,18001,18001,6249,2,17989,1,0,0,0,0,459
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,3,Compilation error,,,44996,6350,51346,504,5846,0.07937007874015747,19141,19141,1924,2,19129,1,0,0,0,0,748
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,4,Compilation error,,,51088,48237,99325,40256,7981,0.8345460953210191,22962,22962,118907,300,22652,1,0,0,0,0,2094
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,5,Other error,,,59685,7854,67539,482,7372,0.06137000254647314,24346,24346,1759,2,24334,1,0,0,0,0,4143
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,6,Compilation error,,,68461,4565,73026,716,3849,0.15684556407447975,12648,12648,2834,220,12418,1,0,0,0,0,10197
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_003,7,Other error,,,75130,3420,78550,47,3373,0.013742690058479532,10895,10895,211,113,10772,1,0,0,0,0,2176
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,0,Compilation error,,,26862,35302,62164,702,34600,0.019885558891847486,106056,106056,2659,698,104814,3,0,0,0,0,2482
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,1,Runtime error,0.0,,62092,6267,68359,248,6019,0.03957236317217169,17904,17904,933,2,0,0,0,0,0,0,1001
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,2,Compilation error,,,68479,41048,109527,32689,8359,0.7963603586045606,25355,25355,92873,342,25003,1,0,0,0,0,302
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,3,Compilation error,,,76929,7687,84616,34,7653,0.004423051905815012,23517,23517,122,2,23505,1,0,0,0,0,259
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,4,Compilation error,,,84686,10372,95058,1858,8514,0.1791361357500964,24990,24990,6334,233,24747,1,0,0,0,0,895
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,5,Compilation error,,,93492,7275,100767,170,7105,0.02336769759450172,21903,21903,750,193,21700,1,0,0,0,0,625
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,6,Compilation error,,,100805,6879,107684,463,6416,0.06730629451955226,19862,19862,1825,154,19698,1,0,0,0,0,648
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_004,7,Compilation error,,,107435,7361,114796,166,7195,0.022551283792962912,22418,22418,742,133,22275,1,0,0,0,0,392
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,0,Compilation error,,,26862,58892,85754,53456,5436,0.9076954425049243,15877,15877,160717,468,188,1,0,0,0,0,618
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,1,Numerical error,0.0,,32483,4897,37380,141,4756,0.028793138656320195,14172,14172,470,101,0,0,0,0,0,0,825
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,2,Compilation error,,,37559,8672,46231,8096,576,0.933579335793358,2114,2114,35251,163,0,0,0,0,0,0,899
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,3,Extraction error,,,38376,3162,41538,3162,,1.0,0,0,12815,0,0,0,0,0,0,0,174
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,4,Compilation error,,,38428,5099,43527,568,4531,0.11139439105707001,12642,12642,1981,92,0,0,0,0,0,0,924
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,5,Other error,,,43254,10168,53422,2332,7836,0.22934697088906372,24434,24434,9884,208,0,0,0,0,0,0,2796
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,6,Compilation error,,,52030,8176,60206,813,7363,0.09943737769080235,22822,22822,3493,245,0,0,0,0,0,0,1080
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_005,7,Other error,,,59653,6200,65853,37,6163,0.005967741935483871,18873,18873,160,2,0,0,0,0,0,0,1369
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,0,Compilation error,,,26862,8540,35402,3414,5126,0.39976580796252925,14960,14960,14351,555,14395,1,0,0,0,0,1711
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,1,Compilation error,,,32462,8391,40853,5286,3105,0.6299606721487307,9200,9200,19365,199,8991,1,0,0,0,0,316
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,2,Kernel Execution Timeout,0.0,,35657,4663,40320,1127,3536,0.2416898992065194,10310,10310,4810,195,10105,1,0,0,0,0,1590
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,3,Compilation error,,,39718,16373,56091,1089,15284,0.06651194038966592,45812,45812,3723,161,45476,2,0,0,0,0,2971
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,4,Compilation error,,,55844,7731,63575,225,7506,0.02910360884749709,21986,21986,900,161,21815,1,0,0,0,0,797
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,5,Other error,,,63547,7080,70627,162,6918,0.02288135593220339,20192,20192,705,159,20023,1,0,0,0,0,1482
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,6,Other error,,,70992,8269,79261,791,7478,0.09565848349256258,21196,21196,3453,345,20841,1,0,0,0,0,1279
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_006,7,Other error,,,79001,7992,86993,637,7355,0.0797047047047047,21072,21072,2483,252,20810,1,0,0,0,0,1419
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,0,Extraction error,,,26862,81920,108782,81920,,1.0,0,0,227102,0,0,0,0,0,0,0,174
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,1,Kernel Execution Timeout,0.0,,26914,47106,74020,3256,43850,0.06912070649174203,136372,136372,13991,973,79999,44,0,0,1,0,1200
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,2,Numerical error,0.0,,71212,35835,107047,3106,32729,0.08667503837030836,101767,101767,12700,648,99364,4,0,0,0,0,1193
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,3,Compilation error,,,104407,42707,147114,17102,25605,0.40044957501112227,77478,77478,48934,319,76008,4,0,0,1,0,259
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,4,Compilation error,,,130114,8861,138975,1323,7538,0.14930594740999886,25051,25051,5718,126,24915,1,0,0,0,0,3212
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,5,Other error,,,138835,7667,146502,117,7550,0.01526020607799661,25121,25121,511,215,24896,1,0,0,0,0,2044
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,6,Other error,,,147177,8379,155556,1416,6963,0.16899391335481562,22094,22094,5489,173,21911,1,0,0,0,0,1848
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_007,7,Other error,,,154885,9008,163893,2074,6934,0.2302397868561279,21612,21612,8235,211,21391,1,0,0,0,0,1741
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,0,Compilation error,,,28569,59263,87832,6000,53263,0.10124360899718206,158898,158898,27999,159,154480,5,0,0,1,0,546
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,1,Runtime error,0.0,,82009,9402,91411,522,8880,0.05552010210593491,26011,26011,1611,170,25831,1,0,0,0,0,1635
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,2,Runtime error,0.0,,91475,16125,107600,7368,8757,0.4569302325581395,25622,25622,22832,383,25229,1,0,0,0,0,1573
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,3,Numerical error,0.0,,100808,10882,111690,3471,7411,0.3189671016357287,21981,21981,14615,570,21401,1,0,0,0,0,1134
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,4,Other error,,,108634,17535,126169,9717,7818,0.5541488451668093,23219,23219,31634,327,22882,1,0,0,0,0,1416
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,5,Compilation error,,,117041,11392,128433,2585,8807,0.22691362359550563,25858,25858,10251,300,25548,1,0,0,0,0,513
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,6,Other error,,,125994,8483,134477,95,8388,0.011198868324885064,24427,24427,444,163,24254,1,0,0,0,0,1698
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_008,7,Other error,,,135077,8621,143698,473,8148,0.05486602482310637,23397,23397,2040,235,23152,1,0,0,0,0,1530
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,0,Compilation error,,,28569,14385,42954,4358,10027,0.3029544664581161,29587,29587,17673,213,29355,2,0,0,0,0,537
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,1,Compilation error,,,38770,9483,48253,424,9059,0.04471158915954867,29419,29419,1531,241,29168,1,0,0,0,0,2118
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,2,Compilation error,,,48445,11674,60119,529,11145,0.04531437382216892,37064,37064,1845,293,36761,1,0,0,0,0,846
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,3,Compilation error,,,59851,33433,93284,24621,8812,0.7364280800406784,25886,25886,67930,75,25801,1,0,0,0,0,8594
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,4,Sanitize Timeout,,,70806,11586,82392,2360,9226,0.20369411358536163,27103,27103,9819,98,26995,1,0,0,0,0,2853
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,5,Other error,,,80990,11763,92753,2168,9595,0.1843067244750489,28942,28942,9698,399,28533,1,0,0,0,0,2219
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,6,Other error,,,91461,9036,100497,1988,7048,0.22000885347498894,18873,18873,8689,227,0,0,0,0,0,0,1667
baseline,Qwen3.6-27B,hopper|mha_bwd_d128_causal|c119b3f0-c051-5e96-9c2a-2268d992fe1a,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal,exp_009,7,Other error,,,99227,11629,110856,3881,7748,0.3337346289448792,21499,21499,17626,275,21214,1,0,0,0,0,2199
