run,exp,task_definition,task_dim,task_family,feedback_after_turn,retrieved_definition,retrieved_dim,retrieved_family,bm25,best_fixed_kernel_path,retrieved_speedup,next_status,next_speedup
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_002,mha_with_lse_d96,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,575.929,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,180.746,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,469.386,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,3,mha_with_lse_d128_causal,d128,fwd,476.818,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,471.294,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,461.994,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,6,mha_with_lse_d128_causal,d128,fwd,461.994,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,7,mha_with_lse_d128_causal,d128,fwd,453.306,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96,exp_003,mha_with_lse_d96,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,453.306,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,0.16063022690932147,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,95.554,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_160/kernel_v0.cu,0.6176472935541164,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,278.861,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,3,mha_with_lse_d128_causal,d128,fwd,594.164,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,590.269,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,594.164,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,6,mha_with_lse_d128_causal,d128,fwd,594.164,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,PASSED,0.058
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_000,mha_with_lse_d96_causal,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,588.463,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,0.059750075232943914,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,1,mha_with_lse_d128,d128,fwd,146.574,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,2,mha_with_lse_d128,d128,fwd,421.093,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,3,mha_with_lse_d128,d128,fwd,433.938,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,4,mha_with_lse_d128,d128,fwd,338.155,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,5,mha_with_lse_d128,d128,fwd,329.217,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,6,mha_with_lse_d128,d128,fwd,440.828,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,7,mha_with_lse_d128,d128,fwd,316.064,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_001,mha_with_lse_d96_causal,d96,fwd,8,mha_with_lse_d128,d128,fwd,317.901,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,0.02552416311905533,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,47.151,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,49.023,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,3,mha_with_lse_d128_causal,d128,fwd,49.023,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,61.031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,60.807,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,0.48283084781165764,PASSED,0.477
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,7,mha_with_lse_d128_causal,d128,fwd,246.664,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_002,mha_with_lse_d96_causal,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,264.418,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,0.15808120694140299,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,1,mha_with_lse_d128_causal,d128,fwd,59.064,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_154/kernel_v0.cu,0.20450348428009268,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,2,mha_with_lse_d128_causal,d128,fwd,90.64,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_154/kernel_v0.cu,0.20450348428009268,PASSED,0.012
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,4,mha_with_lse_d128_causal,d128,fwd,84.62,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_205/kernel_v1.cu,0.1606855484606653,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,5,mha_with_lse_d128_causal,d128,fwd,86.408,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_205/kernel_v1.cu,0.1606855484606653,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,6,mha_with_lse_d128_causal,d128,fwd,85.889,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_205/kernel_v1.cu,0.1606855484606653,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,7,mha_with_lse_d128_causal,d128,fwd,84.279,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_154/kernel_v0.cu,0.20450348428009268,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d96-causal,exp_003,mha_with_lse_d96_causal,d96,fwd,8,mha_with_lse_d128_causal,d128,fwd,85.224,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_154/kernel_v0.cu,0.20450348428009268,NO_NEXT_EVAL,
