series,distance,pdf,bandwidth
Arbitrary kernel pairs from 2026-0420-2305,1.27190417,2.88279139e-31,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.27355385,1.4978365e-31,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.27520353,7.75712498e-32,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.27685321,4.0042608e-32,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.27850289,2.06029358e-32,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.28015257,1.05662541e-32,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.28180225,5.40129847e-33,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.28345194,2.75207643e-33,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.28510162,1.39768078e-33,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.2867513,7.07523192e-34,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.28840098,3.56992059e-34,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29005066,1.79540164e-34,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29170034,9.00015247e-35,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29335002,4.4970043e-35,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.2949997,2.23965913e-35,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29664939,1.11179761e-35,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29829907,5.50116578e-36,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.29994875,2.71311946e-36,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30159843,1.33373113e-36,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30324811,6.53510913e-37,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30489779,3.19170386e-37,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30654747,1.55373704e-37,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30819715,7.53906762e-38,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.30984683,3.64622063e-38,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.31149652,1.75773514e-38,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.3131462,8.44596185e-39,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.31479588,4.0451067e-39,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.31644556,1.93106118e-39,0.0289029807
Arbitrary kernel pairs from 2026-0420-2305,1.31809524,9.18855616e-40,0.0289029807
"Gemini fix-it edits, all rows",0,0.753517572,0.0692788071
"Gemini fix-it edits, all rows",0.00164968115,0.757762223,0.0692788071
"Gemini fix-it edits, all rows",0.0032993623,0.761701332,0.0692788071
"Gemini fix-it edits, all rows",0.00494904345,0.765332981,0.0692788071
"Gemini fix-it edits, all rows",0.00659872461,0.768655788,0.0692788071
"Gemini fix-it edits, all rows",0.00824840576,0.771668908,0.0692788071
"Gemini fix-it edits, all rows",0.00989808691,0.774372038,0.0692788071
"Gemini fix-it edits, all rows",0.0115477681,0.776765412,0.0692788071
"Gemini fix-it edits, all rows",0.0131974492,0.778849802,0.0692788071
"Gemini fix-it edits, all rows",0.0148471304,0.780626514,0.0692788071
"Gemini fix-it edits, all rows",0.0164968115,0.782097381,0.0692788071
"Gemini fix-it edits, all rows",0.0181464927,0.783264761,0.0692788071
"Gemini fix-it edits, all rows",0.0197961738,0.784131523,0.0692788071
"Gemini fix-it edits, all rows",0.021445855,0.784701046,0.0692788071
"Gemini fix-it edits, all rows",0.0230955361,0.784977199,0.0692788071
"Gemini fix-it edits, all rows",0.0247452173,0.784964337,0.0692788071
"Gemini fix-it edits, all rows",0.0263948984,0.784667285,0.0692788071
"Gemini fix-it edits, all rows",0.0280445796,0.784091323,0.0692788071
"Gemini fix-it edits, all rows",0.0296942607,0.783242173,0.0692788071
"Gemini fix-it edits, all rows",0.0313439419,0.782125979,0.0692788071
"Gemini fix-it edits, all rows",0.032993623,0.780749295,0.0692788071
"Gemini fix-it edits, all rows",0.0346433042,0.77911906,0.0692788071
"Gemini fix-it edits, all rows",0.0362929853,0.777242584,0.0692788071
"Gemini fix-it edits, all rows",0.0379426665,0.775127527,0.0692788071
"Gemini fix-it edits, all rows",0.0395923476,0.772781876,0.0692788071
"Gemini fix-it edits, all rows",0.0412420288,0.770213924,0.0692788071
"Gemini fix-it edits, all rows",0.0428917099,0.767432251,0.0692788071
"Gemini fix-it edits, all rows",0.0445413911,0.764445698,0.0692788071
"Gemini fix-it edits, all rows",0.0461910722,0.761263347,0.0692788071
"Gemini fix-it edits, all rows",0.0478407534,0.757894494,0.0692788071
"Gemini fix-it edits, all rows",0.0494904345,0.754348629,0.0692788071
"Gemini fix-it edits, all rows",0.0511401157,0.750635411,0.0692788071
"Gemini fix-it edits, all rows",0.0527897968,0.746764643,0.0692788071
"Gemini fix-it edits, all rows",0.054439478,0.742746251,0.0692788071
"Gemini fix-it edits, all rows",0.0560891591,0.738590257,0.0692788071
"Gemini fix-it edits, all rows",0.0577388403,0.734306758,0.0692788071
"Gemini fix-it edits, all rows",0.0593885215,0.729905899,0.0692788071
"Gemini fix-it edits, all rows",0.0610382026,0.725397855,0.0692788071
"Gemini fix-it edits, all rows",0.0626878838,0.720792804,0.0692788071
"Gemini fix-it edits, all rows",0.0643375649,0.716100905,0.0692788071
"Gemini fix-it edits, all rows",0.0659872461,0.711332278,0.0692788071
"Gemini fix-it edits, all rows",0.0676369272,0.706496982,0.0692788071
"Gemini fix-it edits, all rows",0.0692866084,0.701604991,0.0692788071
"Gemini fix-it edits, all rows",0.0709362895,0.696666179,0.0692788071
"Gemini fix-it edits, all rows",0.0725859707,0.691690296,0.0692788071
"Gemini fix-it edits, all rows",0.0742356518,0.686686952,0.0692788071
"Gemini fix-it edits, all rows",0.075885333,0.681665597,0.0692788071
"Gemini fix-it edits, all rows",0.0775350141,0.676635506,0.0692788071
"Gemini fix-it edits, all rows",0.0791846953,0.67160576,0.0692788071
"Gemini fix-it edits, all rows",0.0808343764,0.666585232,0.0692788071
"Gemini fix-it edits, all rows",0.0824840576,0.661582573,0.0692788071
"Gemini fix-it edits, all rows",0.0841337387,0.656606197,0.0692788071
"Gemini fix-it edits, all rows",0.0857834199,0.651664269,0.0692788071
"Gemini fix-it edits, all rows",0.087433101,0.646764693,0.0692788071
"Gemini fix-it edits, all rows",0.0890827822,0.641915102,0.0692788071
"Gemini fix-it edits, all rows",0.0907324633,0.637122846,0.0692788071
"Gemini fix-it edits, all rows",0.0923821445,0.632394985,0.0692788071
"Gemini fix-it edits, all rows",0.0940318256,0.627738282,0.0692788071
"Gemini fix-it edits, all rows",0.0956815068,0.623159193,0.0692788071
"Gemini fix-it edits, all rows",0.0973311879,0.618663864,0.0692788071
"Gemini fix-it edits, all rows",0.0989808691,0.614258124,0.0692788071
"Gemini fix-it edits, all rows",0.10063055,0.609947483,0.0692788071
"Gemini fix-it edits, all rows",0.102280231,0.605737126,0.0692788071
"Gemini fix-it edits, all rows",0.103929913,0.601631913,0.0692788071
"Gemini fix-it edits, all rows",0.105579594,0.597636376,0.0692788071
"Gemini fix-it edits, all rows",0.107229275,0.59375472,0.0692788071
"Gemini fix-it edits, all rows",0.108878956,0.589990824,0.0692788071
"Gemini fix-it edits, all rows",0.110528637,0.586348237,0.0692788071
"Gemini fix-it edits, all rows",0.112178318,0.582830187,0.0692788071
"Gemini fix-it edits, all rows",0.113827999,0.579439578,0.0692788071
"Gemini fix-it edits, all rows",0.115477681,0.576178994,0.0692788071
"Gemini fix-it edits, all rows",0.117127362,0.573050707,0.0692788071
"Gemini fix-it edits, all rows",0.118777043,0.570056677,0.0692788071
"Gemini fix-it edits, all rows",0.120426724,0.567198557,0.0692788071
"Gemini fix-it edits, all rows",0.122076405,0.564477703,0.0692788071
"Gemini fix-it edits, all rows",0.123726086,0.561895176,0.0692788071
"Gemini fix-it edits, all rows",0.125375768,0.55945175,0.0692788071
"Gemini fix-it edits, all rows",0.127025449,0.557147919,0.0692788071
"Gemini fix-it edits, all rows",0.12867513,0.554983905,0.0692788071
"Gemini fix-it edits, all rows",0.130324811,0.552959665,0.0692788071
"Gemini fix-it edits, all rows",0.131974492,0.551074899,0.0692788071
"Gemini fix-it edits, all rows",0.133624173,0.549329061,0.0692788071
"Gemini fix-it edits, all rows",0.135273854,0.547721364,0.0692788071
"Gemini fix-it edits, all rows",0.136923536,0.54625079,0.0692788071
"Gemini fix-it edits, all rows",0.138573217,0.544916102,0.0692788071
"Gemini fix-it edits, all rows",0.140222898,0.54371585,0.0692788071
"Gemini fix-it edits, all rows",0.141872579,0.542648382,0.0692788071
"Gemini fix-it edits, all rows",0.14352226,0.541711852,0.0692788071
"Gemini fix-it edits, all rows",0.145171941,0.540904233,0.0692788071
"Gemini fix-it edits, all rows",0.146821622,0.540223323,0.0692788071
"Gemini fix-it edits, all rows",0.148471304,0.539666757,0.0692788071
"Gemini fix-it edits, all rows",0.150120985,0.539232016,0.0692788071
"Gemini fix-it edits, all rows",0.151770666,0.538916437,0.0692788071
"Gemini fix-it edits, all rows",0.153420347,0.538717222,0.0692788071
"Gemini fix-it edits, all rows",0.155070028,0.538631448,0.0692788071
"Gemini fix-it edits, all rows",0.156719709,0.538656079,0.0692788071
"Gemini fix-it edits, all rows",0.158369391,0.538787972,0.0692788071
"Gemini fix-it edits, all rows",0.160019072,0.539023887,0.0692788071
"Gemini fix-it edits, all rows",0.161668753,0.539360498,0.0692788071
"Gemini fix-it edits, all rows",0.163318434,0.539794403,0.0692788071
"Gemini fix-it edits, all rows",0.164968115,0.540322129,0.0692788071
"Gemini fix-it edits, all rows",0.166617796,0.540940146,0.0692788071
"Gemini fix-it edits, all rows",0.168267477,0.541644872,0.0692788071
"Gemini fix-it edits, all rows",0.169917159,0.542432682,0.0692788071
"Gemini fix-it edits, all rows",0.17156684,0.543299921,0.0692788071
"Gemini fix-it edits, all rows",0.173216521,0.544242907,0.0692788071
"Gemini fix-it edits, all rows",0.174866202,0.54525794,0.0692788071
"Gemini fix-it edits, all rows",0.176515883,0.546341314,0.0692788071
"Gemini fix-it edits, all rows",0.178165564,0.547489321,0.0692788071
"Gemini fix-it edits, all rows",0.179815246,0.54869826,0.0692788071
"Gemini fix-it edits, all rows",0.181464927,0.549964445,0.0692788071
"Gemini fix-it edits, all rows",0.183114608,0.551284211,0.0692788071
"Gemini fix-it edits, all rows",0.184764289,0.552653925,0.0692788071
"Gemini fix-it edits, all rows",0.18641397,0.554069986,0.0692788071
"Gemini fix-it edits, all rows",0.188063651,0.55552884,0.0692788071
"Gemini fix-it edits, all rows",0.189713332,0.557026982,0.0692788071
"Gemini fix-it edits, all rows",0.191363014,0.558560962,0.0692788071
"Gemini fix-it edits, all rows",0.193012695,0.560127394,0.0692788071
"Gemini fix-it edits, all rows",0.194662376,0.56172296,0.0692788071
"Gemini fix-it edits, all rows",0.196312057,0.56334442,0.0692788071
"Gemini fix-it edits, all rows",0.197961738,0.564988612,0.0692788071
"Gemini fix-it edits, all rows",0.199611419,0.566652461,0.0692788071
"Gemini fix-it edits, all rows",0.2012611,0.568332985,0.0692788071
"Gemini fix-it edits, all rows",0.202910782,0.570027299,0.0692788071
"Gemini fix-it edits, all rows",0.204560463,0.57173262,0.0692788071
"Gemini fix-it edits, all rows",0.206210144,0.573446273,0.0692788071
"Gemini fix-it edits, all rows",0.207859825,0.575165696,0.0692788071
"Gemini fix-it edits, all rows",0.209509506,0.57688844,0.0692788071
"Gemini fix-it edits, all rows",0.211159187,0.578612182,0.0692788071
"Gemini fix-it edits, all rows",0.212808869,0.58033472,0.0692788071
"Gemini fix-it edits, all rows",0.21445855,0.582053982,0.0692788071
"Gemini fix-it edits, all rows",0.216108231,0.583768031,0.0692788071
"Gemini fix-it edits, all rows",0.217757912,0.585475061,0.0692788071
"Gemini fix-it edits, all rows",0.219407593,0.58717341,0.0692788071
"Gemini fix-it edits, all rows",0.221057274,0.588861555,0.0692788071
"Gemini fix-it edits, all rows",0.222706955,0.59053812,0.0692788071
"Gemini fix-it edits, all rows",0.224356637,0.592201873,0.0692788071
"Gemini fix-it edits, all rows",0.226006318,0.593851734,0.0692788071
"Gemini fix-it edits, all rows",0.227655999,0.595486774,0.0692788071
"Gemini fix-it edits, all rows",0.22930568,0.597106214,0.0692788071
"Gemini fix-it edits, all rows",0.230955361,0.598709432,0.0692788071
"Gemini fix-it edits, all rows",0.232605042,0.600295959,0.0692788071
"Gemini fix-it edits, all rows",0.234254724,0.601865483,0.0692788071
"Gemini fix-it edits, all rows",0.235904405,0.603417845,0.0692788071
"Gemini fix-it edits, all rows",0.237554086,0.604953045,0.0692788071
"Gemini fix-it edits, all rows",0.239203767,0.606471236,0.0692788071
"Gemini fix-it edits, all rows",0.240853448,0.607972727,0.0692788071
"Gemini fix-it edits, all rows",0.242503129,0.609457979,0.0692788071
"Gemini fix-it edits, all rows",0.24415281,0.610927607,0.0692788071
"Gemini fix-it edits, all rows",0.245802492,0.612382375,0.0692788071
"Gemini fix-it edits, all rows",0.247452173,0.613823196,0.0692788071
"Gemini fix-it edits, all rows",0.249101854,0.615251128,0.0692788071
"Gemini fix-it edits, all rows",0.250751535,0.616667371,0.0692788071
"Gemini fix-it edits, all rows",0.252401216,0.618073267,0.0692788071
"Gemini fix-it edits, all rows",0.254050897,0.619470291,0.0692788071
"Gemini fix-it edits, all rows",0.255700578,0.620860051,0.0692788071
"Gemini fix-it edits, all rows",0.25735026,0.622244281,0.0692788071
"Gemini fix-it edits, all rows",0.258999941,0.62362484,0.0692788071
"Gemini fix-it edits, all rows",0.260649622,0.625003702,0.0692788071
"Gemini fix-it edits, all rows",0.262299303,0.626382953,0.0692788071
"Gemini fix-it edits, all rows",0.263948984,0.627764787,0.0692788071
"Gemini fix-it edits, all rows",0.265598665,0.629151496,0.0692788071
"Gemini fix-it edits, all rows",0.267248347,0.630545466,0.0692788071
"Gemini fix-it edits, all rows",0.268898028,0.631949169,0.0692788071
"Gemini fix-it edits, all rows",0.270547709,0.633365156,0.0692788071
"Gemini fix-it edits, all rows",0.27219739,0.634796051,0.0692788071
"Gemini fix-it edits, all rows",0.273847071,0.636244541,0.0692788071
"Gemini fix-it edits, all rows",0.275496752,0.63771337,0.0692788071
"Gemini fix-it edits, all rows",0.277146433,0.639205328,0.0692788071
"Gemini fix-it edits, all rows",0.278796115,0.640723248,0.0692788071
"Gemini fix-it edits, all rows",0.280445796,0.642269989,0.0692788071
"Gemini fix-it edits, all rows",0.282095477,0.643848438,0.0692788071
"Gemini fix-it edits, all rows",0.283745158,0.645461489,0.0692788071
"Gemini fix-it edits, all rows",0.285394839,0.647112043,0.0692788071
"Gemini fix-it edits, all rows",0.28704452,0.648802996,0.0692788071
"Gemini fix-it edits, all rows",0.288694202,0.650537229,0.0692788071
"Gemini fix-it edits, all rows",0.290343883,0.652317599,0.0692788071
"Gemini fix-it edits, all rows",0.291993564,0.654146929,0.0692788071
"Gemini fix-it edits, all rows",0.293643245,0.656027999,0.0692788071
"Gemini fix-it edits, all rows",0.295292926,0.65796354,0.0692788071
"Gemini fix-it edits, all rows",0.296942607,0.659956219,0.0692788071
"Gemini fix-it edits, all rows",0.298592288,0.662008634,0.0692788071
"Gemini fix-it edits, all rows",0.30024197,0.664123302,0.0692788071
"Gemini fix-it edits, all rows",0.301891651,0.666302654,0.0692788071
"Gemini fix-it edits, all rows",0.303541332,0.668549022,0.0692788071
"Gemini fix-it edits, all rows",0.305191013,0.670864635,0.0692788071
"Gemini fix-it edits, all rows",0.306840694,0.673251606,0.0692788071
"Gemini fix-it edits, all rows",0.308490375,0.675711928,0.0692788071
"Gemini fix-it edits, all rows",0.310140056,0.678247462,0.0692788071
"Gemini fix-it edits, all rows",0.311789738,0.680859936,0.0692788071
"Gemini fix-it edits, all rows",0.313439419,0.683550933,0.0692788071
"Gemini fix-it edits, all rows",0.3150891,0.686321884,0.0692788071
"Gemini fix-it edits, all rows",0.316738781,0.689174065,0.0692788071
"Gemini fix-it edits, all rows",0.318388462,0.692108591,0.0692788071
"Gemini fix-it edits, all rows",0.320038143,0.695126408,0.0692788071
"Gemini fix-it edits, all rows",0.321687825,0.698228288,0.0692788071
"Gemini fix-it edits, all rows",0.323337506,0.70141483,0.0692788071
"Gemini fix-it edits, all rows",0.324987187,0.704686449,0.0692788071
"Gemini fix-it edits, all rows",0.326636868,0.708043378,0.0692788071
"Gemini fix-it edits, all rows",0.328286549,0.711485662,0.0692788071
"Gemini fix-it edits, all rows",0.32993623,0.715013159,0.0692788071
"Gemini fix-it edits, all rows",0.331585911,0.718625533,0.0692788071
"Gemini fix-it edits, all rows",0.333235593,0.72232226,0.0692788071
"Gemini fix-it edits, all rows",0.334885274,0.726102621,0.0692788071
"Gemini fix-it edits, all rows",0.336534955,0.729965705,0.0692788071
"Gemini fix-it edits, all rows",0.338184636,0.73391041,0.0692788071
"Gemini fix-it edits, all rows",0.339834317,0.737935444,0.0692788071
"Gemini fix-it edits, all rows",0.341483998,0.742039325,0.0692788071
"Gemini fix-it edits, all rows",0.343133679,0.746220386,0.0692788071
"Gemini fix-it edits, all rows",0.344783361,0.750476776,0.0692788071
"Gemini fix-it edits, all rows",0.346433042,0.754806464,0.0692788071
"Gemini fix-it edits, all rows",0.348082723,0.759207243,0.0692788071
"Gemini fix-it edits, all rows",0.349732404,0.763676737,0.0692788071
"Gemini fix-it edits, all rows",0.351382085,0.768212401,0.0692788071
"Gemini fix-it edits, all rows",0.353031766,0.77281153,0.0692788071
"Gemini fix-it edits, all rows",0.354681448,0.777471267,0.0692788071
"Gemini fix-it edits, all rows",0.356331129,0.782188605,0.0692788071
"Gemini fix-it edits, all rows",0.35798081,0.786960398,0.0692788071
"Gemini fix-it edits, all rows",0.359630491,0.791783364,0.0692788071
"Gemini fix-it edits, all rows",0.361280172,0.796654099,0.0692788071
"Gemini fix-it edits, all rows",0.362929853,0.80156908,0.0692788071
"Gemini fix-it edits, all rows",0.364579534,0.806524676,0.0692788071
"Gemini fix-it edits, all rows",0.366229216,0.811517156,0.0692788071
"Gemini fix-it edits, all rows",0.367878897,0.816542698,0.0692788071
"Gemini fix-it edits, all rows",0.369528578,0.821597401,0.0692788071
"Gemini fix-it edits, all rows",0.371178259,0.826677291,0.0692788071
"Gemini fix-it edits, all rows",0.37282794,0.831778332,0.0692788071
"Gemini fix-it edits, all rows",0.374477621,0.836896437,0.0692788071
"Gemini fix-it edits, all rows",0.376127303,0.842027478,0.0692788071
"Gemini fix-it edits, all rows",0.377776984,0.847167295,0.0692788071
"Gemini fix-it edits, all rows",0.379426665,0.852311708,0.0692788071
"Gemini fix-it edits, all rows",0.381076346,0.857456524,0.0692788071
"Gemini fix-it edits, all rows",0.382726027,0.86259755,0.0692788071
"Gemini fix-it edits, all rows",0.384375708,0.867730605,0.0692788071
"Gemini fix-it edits, all rows",0.386025389,0.872851524,0.0692788071
"Gemini fix-it edits, all rows",0.387675071,0.877956174,0.0692788071
"Gemini fix-it edits, all rows",0.389324752,0.883040458,0.0692788071
"Gemini fix-it edits, all rows",0.390974433,0.888100333,0.0692788071
"Gemini fix-it edits, all rows",0.392624114,0.893131808,0.0692788071
"Gemini fix-it edits, all rows",0.394273795,0.898130964,0.0692788071
"Gemini fix-it edits, all rows",0.395923476,0.903093955,0.0692788071
"Gemini fix-it edits, all rows",0.397573157,0.908017021,0.0692788071
"Gemini fix-it edits, all rows",0.399222839,0.912896494,0.0692788071
"Gemini fix-it edits, all rows",0.40087252,0.917728806,0.0692788071
"Gemini fix-it edits, all rows",0.402522201,0.922510497,0.0692788071
"Gemini fix-it edits, all rows",0.404171882,0.927238221,0.0692788071
"Gemini fix-it edits, all rows",0.405821563,0.931908753,0.0692788071
"Gemini fix-it edits, all rows",0.407471244,0.936518996,0.0692788071
"Gemini fix-it edits, all rows",0.409120926,0.941065986,0.0692788071
"Gemini fix-it edits, all rows",0.410770607,0.945546894,0.0692788071
"Gemini fix-it edits, all rows",0.412420288,0.949959036,0.0692788071
"Gemini fix-it edits, all rows",0.414069969,0.954299874,0.0692788071
"Gemini fix-it edits, all rows",0.41571965,0.958567019,0.0692788071
"Gemini fix-it edits, all rows",0.417369331,0.962758234,0.0692788071
"Gemini fix-it edits, all rows",0.419019012,0.966871438,0.0692788071
"Gemini fix-it edits, all rows",0.420668694,0.970904709,0.0692788071
"Gemini fix-it edits, all rows",0.422318375,0.974856282,0.0692788071
"Gemini fix-it edits, all rows",0.423968056,0.978724549,0.0692788071
"Gemini fix-it edits, all rows",0.425617737,0.982508067,0.0692788071
"Gemini fix-it edits, all rows",0.427267418,0.986205547,0.0692788071
"Gemini fix-it edits, all rows",0.428917099,0.989815862,0.0692788071
"Gemini fix-it edits, all rows",0.430566781,0.993338041,0.0692788071
"Gemini fix-it edits, all rows",0.432216462,0.996771269,0.0692788071
"Gemini fix-it edits, all rows",0.433866143,1.00011488,0.0692788071
"Gemini fix-it edits, all rows",0.435515824,1.00336837,0.0692788071
"Gemini fix-it edits, all rows",0.437165505,1.00653138,0.0692788071
"Gemini fix-it edits, all rows",0.438815186,1.00960367,0.0692788071
"Gemini fix-it edits, all rows",0.440464867,1.01258517,0.0692788071
"Gemini fix-it edits, all rows",0.442114549,1.01547594,0.0692788071
"Gemini fix-it edits, all rows",0.44376423,1.01827615,0.0692788071
"Gemini fix-it edits, all rows",0.445413911,1.02098612,0.0692788071
"Gemini fix-it edits, all rows",0.447063592,1.02360627,0.0692788071
"Gemini fix-it edits, all rows",0.448713273,1.02613715,0.0692788071
"Gemini fix-it edits, all rows",0.450362954,1.0285794,0.0692788071
"Gemini fix-it edits, all rows",0.452012635,1.03093377,0.0692788071
"Gemini fix-it edits, all rows",0.453662317,1.03320111,0.0692788071
"Gemini fix-it edits, all rows",0.455311998,1.03538235,0.0692788071
"Gemini fix-it edits, all rows",0.456961679,1.0374785,0.0692788071
"Gemini fix-it edits, all rows",0.45861136,1.03949064,0.0692788071
"Gemini fix-it edits, all rows",0.460261041,1.04141992,0.0692788071
"Gemini fix-it edits, all rows",0.461910722,1.04326756,0.0692788071
"Gemini fix-it edits, all rows",0.463560404,1.0450348,0.0692788071
"Gemini fix-it edits, all rows",0.465210085,1.04672297,0.0692788071
"Gemini fix-it edits, all rows",0.466859766,1.04833338,0.0692788071
"Gemini fix-it edits, all rows",0.468509447,1.04986742,0.0692788071
"Gemini fix-it edits, all rows",0.470159128,1.05132648,0.0692788071
"Gemini fix-it edits, all rows",0.471808809,1.05271196,0.0692788071
"Gemini fix-it edits, all rows",0.47345849,1.05402527,0.0692788071
"Gemini fix-it edits, all rows",0.475108172,1.05526783,0.0692788071
"Gemini fix-it edits, all rows",0.476757853,1.05644104,0.0692788071
"Gemini fix-it edits, all rows",0.478407534,1.05754631,0.0692788071
"Gemini fix-it edits, all rows",0.480057215,1.058585,0.0692788071
"Gemini fix-it edits, all rows",0.481706896,1.05955847,0.0692788071
"Gemini fix-it edits, all rows",0.483356577,1.06046803,0.0692788071
"Gemini fix-it edits, all rows",0.485006259,1.06131497,0.0692788071
"Gemini fix-it edits, all rows",0.48665594,1.06210054,0.0692788071
"Gemini fix-it edits, all rows",0.488305621,1.06282593,0.0692788071
"Gemini fix-it edits, all rows",0.489955302,1.06349228,0.0692788071
"Gemini fix-it edits, all rows",0.491604983,1.06410069,0.0692788071
"Gemini fix-it edits, all rows",0.493254664,1.06465219,0.0692788071
"Gemini fix-it edits, all rows",0.494904345,1.06514775,0.0692788071
"Gemini fix-it edits, all rows",0.496554027,1.06558827,0.0692788071
"Gemini fix-it edits, all rows",0.498203708,1.0659746,0.0692788071
"Gemini fix-it edits, all rows",0.499853389,1.06630749,0.0692788071
"Gemini fix-it edits, all rows",0.50150307,1.06658765,0.0692788071
"Gemini fix-it edits, all rows",0.503152751,1.06681571,0.0692788071
"Gemini fix-it edits, all rows",0.504802432,1.06699221,0.0692788071
"Gemini fix-it edits, all rows",0.506452113,1.06711763,0.0692788071
"Gemini fix-it edits, all rows",0.508101795,1.06719238,0.0692788071
"Gemini fix-it edits, all rows",0.509751476,1.06721679,0.0692788071
"Gemini fix-it edits, all rows",0.511401157,1.0671911,0.0692788071
"Gemini fix-it edits, all rows",0.513050838,1.06711552,0.0692788071
"Gemini fix-it edits, all rows",0.514700519,1.06699015,0.0692788071
"Gemini fix-it edits, all rows",0.5163502,1.06681505,0.0692788071
"Gemini fix-it edits, all rows",0.517999882,1.0665902,0.0692788071
"Gemini fix-it edits, all rows",0.519649563,1.06631552,0.0692788071
"Gemini fix-it edits, all rows",0.521299244,1.06599088,0.0692788071
"Gemini fix-it edits, all rows",0.522948925,1.06561609,0.0692788071
"Gemini fix-it edits, all rows",0.524598606,1.0651909,0.0692788071
"Gemini fix-it edits, all rows",0.526248287,1.06471502,0.0692788071
"Gemini fix-it edits, all rows",0.527897968,1.06418813,0.0692788071
"Gemini fix-it edits, all rows",0.52954765,1.06360986,0.0692788071
"Gemini fix-it edits, all rows",0.531197331,1.06297979,0.0692788071
"Gemini fix-it edits, all rows",0.532847012,1.06229751,0.0692788071
"Gemini fix-it edits, all rows",0.534496693,1.06156257,0.0692788071
"Gemini fix-it edits, all rows",0.536146374,1.0607745,0.0692788071
"Gemini fix-it edits, all rows",0.537796055,1.05993282,0.0692788071
"Gemini fix-it edits, all rows",0.539445737,1.05903707,0.0692788071
"Gemini fix-it edits, all rows",0.541095418,1.05808677,0.0692788071
"Gemini fix-it edits, all rows",0.542745099,1.05708146,0.0692788071
"Gemini fix-it edits, all rows",0.54439478,1.05602069,0.0692788071
"Gemini fix-it edits, all rows",0.546044461,1.05490404,0.0692788071
"Gemini fix-it edits, all rows",0.547694142,1.05373112,0.0692788071
"Gemini fix-it edits, all rows",0.549343823,1.05250157,0.0692788071
"Gemini fix-it edits, all rows",0.550993505,1.05121508,0.0692788071
"Gemini fix-it edits, all rows",0.552643186,1.0498714,0.0692788071
"Gemini fix-it edits, all rows",0.554292867,1.04847031,0.0692788071
"Gemini fix-it edits, all rows",0.555942548,1.04701169,0.0692788071
"Gemini fix-it edits, all rows",0.557592229,1.04549546,0.0692788071
"Gemini fix-it edits, all rows",0.55924191,1.04392162,0.0692788071
"Gemini fix-it edits, all rows",0.560891591,1.04229028,0.0692788071
"Gemini fix-it edits, all rows",0.562541273,1.04060162,0.0692788071
"Gemini fix-it edits, all rows",0.564190954,1.03885591,0.0692788071
"Gemini fix-it edits, all rows",0.565840635,1.03705353,0.0692788071
"Gemini fix-it edits, all rows",0.567490316,1.03519497,0.0692788071
"Gemini fix-it edits, all rows",0.569139997,1.03328083,0.0692788071
"Gemini fix-it edits, all rows",0.570789678,1.03131183,0.0692788071
"Gemini fix-it edits, all rows",0.57243936,1.0292888,0.0692788071
"Gemini fix-it edits, all rows",0.574089041,1.02721271,0.0692788071
"Gemini fix-it edits, all rows",0.575738722,1.02508466,0.0692788071
"Gemini fix-it edits, all rows",0.577388403,1.02290588,0.0692788071
"Gemini fix-it edits, all rows",0.579038084,1.02067775,0.0692788071
"Gemini fix-it edits, all rows",0.580687765,1.01840177,0.0692788071
"Gemini fix-it edits, all rows",0.582337446,1.01607961,0.0692788071
"Gemini fix-it edits, all rows",0.583987128,1.01371308,0.0692788071
"Gemini fix-it edits, all rows",0.585636809,1.01130412,0.0692788071
"Gemini fix-it edits, all rows",0.58728649,1.00885485,0.0692788071
"Gemini fix-it edits, all rows",0.588936171,1.00636753,0.0692788071
"Gemini fix-it edits, all rows",0.590585852,1.00384456,0.0692788071
"Gemini fix-it edits, all rows",0.592235533,1.00128853,0.0692788071
