run,task_definition,exp,feedback_after_turn,next_turn,rank,retrieved_definition,speedup,bm25,fixed_variants,current_behavior,next_behavior,best_fixed_kernel_path,source_error_kernel_path,correct_version,wrong_turn,trajectory_id,exp_dir
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,7,8,1,mha_bwd_d128_causal,0.009969547835195842,139.865,2,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_001,8,9,1,mha_bwd_d128_causal,0.009969547835195842,139.865,2,FAILED:INCORRECT_NUMERICALx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,1,2,1,mha_bwd_d128_causal,0.0018116202510118106,122.103,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_013/kernel_t1.cu,0,1,exp_120,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,2,3,1,mha_bwd_d128_causal,0.009969547835195842,241.348,2,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_009/kernel_t0.cu,0,0,exp_104,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,3,4,1,mha_bwd_d128,0.02206269168318762,110.753,1,FAILED:INCORRECT_NUMERICALx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,4,5,1,mha_bwd_d128,0.02206269168318762,312.883,1,COMPILE_ERROR,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,5,6,1,mha_bwd_d128,0.02206269168318762,312.492,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,6,7,1,mha_bwd_d128,0.02206269168318762,308.024,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,7,8,1,mha_bwd_d128,0.02206269168318762,308.024,1,FAILED:INCORRECT_NUMERICALx1,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_002,8,9,1,mha_bwd_d128,0.02206269168318762,308.024,1,FAILED:RUNTIME_ERRORx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_031/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_008/kernel_t2.cu,0,2,exp_031,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,1,2,1,mha_bwd_d128,0.6096974942725756,60.625,1,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,2,3,1,mha_bwd_d128,0.6096974942725756,376.182,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,3,4,1,mha_bwd_d128,0.6096974942725756,375.35,1,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,4,5,1,mha_bwd_d128,0.6096974942725756,375.35,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,5,6,1,mha_bwd_d128,0.6096974942725756,356.35,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,6,7,1,mha_bwd_d128,0.6096974942725756,356.35,1,FAILED:INCORRECT_NUMERICALx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,mha_bwd_d96_causal,exp_003,7,8,1,mha_bwd_d128,0.6096974942725756,353.967,1,FAILED:INCORRECT_NUMERICALx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_012/kernel_t2.cu,0,2,exp_042,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_000,1,2,1,mha_bwd_d128,0.19345954391821188,116.873,1,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_017/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_004/kernel_t3.cu,0,3,exp_017,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_000,2,3,1,mha_with_lse_d128,0.31027020244804865,60.24,2,COMPILE_ERROR,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_000,3,4,1,mha_with_lse_d128,0.31027020244804865,62.099,2,FAILED:TIMEOUTx1,PASSED speedup 0.323x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_000,5,6,1,mha_with_lse_d128,0.31027020244804865,342.047,2,COMPILE_ERROR,PASSED speedup 0.328x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_000,7,8,1,mha_with_lse_d128,0.31027020244804865,343.468,2,FAILED:TIMEOUTx1,PASSED speedup 0.336x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_001,1,2,1,mha_with_lse_d128_causal,0.2311101592577377,124.269,1,COMPILE_ERROR,PASSED speedup 0.417x,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_010/kernel_t0.cu,0,0,exp_184,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_001,3,4,1,mha_with_lse_d128_causal,0.2311101592577377,400.131,1,FAILED:RUNTIME_ERRORx1,PASSED speedup 0.503x,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_010/kernel_t0.cu,0,0,exp_184,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_001,5,6,1,mha_with_lse_d128_causal,0.2311101592577377,382.772,1,FAILED:TIMEOUTx1,PASSED speedup 0.499x,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_010/kernel_t0.cu,0,0,exp_184,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_001,8,9,1,mha_with_lse_d128_causal,0.2311101592577377,377.688,1,FAILED:INCORRECT_NUMERICALx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_010/kernel_t0.cu,0,0,exp_184,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_002,1,2,1,mha_with_lse_d128,0.02552416311905533,30.085,1,COMPILE_ERROR,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_001/kernel_t2.cu,0,2,exp_006,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_002,2,3,1,mha_with_lse_d128,0.02552416311905533,54.837,1,FAILED:TIMEOUTx1,PASSED speedup 0.027x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_001/kernel_t2.cu,0,2,exp_006,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_002,4,5,1,mha_with_lse_d128,0.02552416311905533,452.333,1,FAILED:INCORRECT_NUMERICALx1,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_001/kernel_t2.cu,0,2,exp_006,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_002,5,6,1,mha_with_lse_d128,0.02552416311905533,452.333,1,FAILED:TIMEOUTx1,PASSED speedup 0.027x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_001/kernel_t2.cu,0,2,exp_006,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_002,7,8,1,mha_with_lse_d128,0.02552416311905533,443.042,1,COMPILE_ERROR,PASSED speedup 0.026x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_006/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_001/kernel_t2.cu,0,2,exp_006,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_003,1,2,1,mha_with_lse_d128,0.21998936902376318,171.641,1,FAILED:RUNTIME_ERRORx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t1.cu,0,1,exp_066,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_003,2,3,1,mha_with_lse_d128,0.2027346598152473,465.026,1,COMPILE_ERROR,PASSED speedup 0.197x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t2.cu,0,2,exp_067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_003,4,5,1,mha_with_lse_d128,0.2027346598152473,541.098,1,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t2.cu,0,2,exp_067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128,mha_with_lse_d128,exp_003,5,6,1,mha_with_lse_d128,0.2027346598152473,541.098,1,FAILED:RUNTIME_ERRORx1,PASSED speedup 0.213x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t2.cu,0,2,exp_067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_000,1,2,1,mha_with_lse_d128,0.21998936902376318,169.423,1,COMPILE_ERROR,PASSED speedup 0.100x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t1.cu,0,1,exp_066,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_000,3,4,1,mha_with_lse_d128,0.2027346598152473,394.799,1,FAILED:RUNTIME_ERRORx1,FAILED:INCORRECT_NUMERICALx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t2.cu,0,2,exp_067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_000,4,5,1,mha_with_lse_d128,0.2027346598152473,468.529,1,FAILED:INCORRECT_NUMERICALx1,PASSED speedup 0.080x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_067/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t2.cu,0,2,exp_067,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_000,6,7,1,mha_with_lse_d128,0.21998936902376318,500.41,1,FAILED:RUNTIME_ERRORx1,PASSED speedup 0.102x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t1.cu,0,1,exp_066,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,1,2,1,mha_with_lse_d128,0.5424231450860416,216.516,2,COMPILE_ERROR,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,2,3,1,mha_with_lse_d128,0.5424231450860416,286.637,2,COMPILE_ERROR,FAILED:RUNTIME_ERRORx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,3,4,1,mha_with_lse_d128,0.5424231450860416,286.637,2,FAILED:RUNTIME_ERRORx1,PASSED speedup 0.278x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,5,6,1,mha_with_lse_d128,0.5424231450860416,276.362,2,FAILED:TIMEOUTx1,COMPILE_ERROR,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,6,7,1,mha_with_lse_d128,0.21998936902376318,227.119,1,COMPILE_ERROR,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_066/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_017/kernel_t1.cu,0,1,exp_066,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,7,8,1,mha_with_lse_d128,0.5424231450860416,270.051,2,FAILED:TIMEOUTx1,FAILED:TIMEOUTx1,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_001,8,9,1,mha_with_lse_d128,0.5424231450860416,276.362,2,FAILED:TIMEOUTx1,NO_NEXT_EVAL_OBSERVED,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_012/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t2.cu,1,2,exp_012,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_002,1,2,1,mha_with_lse_d128,0.31027020244804865,211.504,2,COMPILE_ERROR,PASSED speedup 0.167x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-d128-causal,mha_with_lse_d128_causal,exp_002,7,8,1,mha_with_lse_d128,0.31027020244804865,329.634,2,FAILED:INCORRECT_NUMERICALx1,PASSED speedup 0.164x,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128/kernels/exp_003/kernel_t0.cu,1,0,exp_010,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini
